userName,score,content,reviewId,userImage,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
Mera Susanti,5,mudah...murah...tepat waktu,,,,,,,,
Putu Agus,5,shopee memang bagus,,,,,,,,
MC Gans,5,rekomendasi,,,,,,,,
Dani Karuniarso,5,bqgus,,,,,,,,
Kent Arus K,1,yang bikin jelek itu penjual,,,,,,,,
Silvia Candra widyastuti,5,Mudah memakainya... ndak ribet dan banyak pilihan barangnya..bikin nyaman tuk cari berbagai tipe barang dan pilihan harga yg bervariasi bikin konsumen merasa aman berbelanja online krn ada fitur belanja cek dulu di COD👍👍👍👍,,,,,,,,
Sundariyo Sundariyo,5,bagus dan berkualitas,,,,,,,,
AFANDI AHMED,5,mksi.. semoga selalu dilancarkan & mkin sukses kedepanx.. & selalu terjalin hubungan dan kepercayaanx... 🙏,,,,,,,,
Yusri Mahendra,2,"tolong spx spx itu diperbaiki, dari jam 3 pagi kemaren sampe jam 4 sore dihari yg sama status pengiriman gaada perubahan padahal udah di kota tujuan",,,,,,,,
Nurhaeda Nur,3,tolong promo shopefoodnya diperbanyak lagi biasa lebih mahal antar dripada makanan yg di pesan wkwkwk,,,,,,,,
Say Yellza,5,bagus ad baik,,,,,,,,
Zoro Grandong,3,"saldo penjual belum cair padal status pesanan sudah SELESAI, sistemnya terlalu lelet atau error gak tau deh.. tolong jangan persulit seller dalam masalah pencairan hasil penjualan !",,,,,,,,
Putri Ryu,1,"sering bug+ Ga bisa di sentuh, padahal Hp aman aman aja + Ga bisa ngetik",,,,,,,,
siti zaenab,5,terbaik utk pengiriman barang dan kualitas barangnya,,,,,,,,
Veni Idn,5,puassss....,,,,,,,,
Ramli Ambie,1,"shopee express memang parah....saya pesan hanya sebuah payung kecil sj namun di batalkan oleh sistem sampai 3 kali berturut dgn alasan penumpukan barang di gudang terlalu banyak selama bulan Ramadhan, dan paling parah lg COD saya di nonAktifkan dgn pemberitahuan kalau saya yg menolak, memang tipikal perusahaan org Indonesia ini begini, sendiri yg lakukan kesalahan tapi konsumen yg di salahkan atau di rugikan🤬🤬",,,,,,,,
Adim Ardiansyah,5,"sangat membantu untuk belanja kebutuhan sehari"" maupun bulanan, tinggal klik di HP barang datang sesuai yg d inginkan.",,,,,,,,
pras gading,5,belum pernah kecewa belanja d shopee trimskh,,,,,,,,
Tahlil Anugrah,5,sangat bgus,,,,,,,,
Agus Lamalani,1,penjualnya banyak penipu,,,,,,,,
dwi karyasejati,1,kurir super lemot dari tanggal 11 sampe sekarang berhenti đi Sunter.........,,,,,,,,
Sgt Sulis,5,"Cepat & Terpercaya ,Sangat Recomended",,,,,,,,
Bryan Riyan,4,memudahkan berbelanja,,,,,,,,
Sutrapani Sutrapani,5,kenapa ya kog suka lemot shope dihp saya,,,,,,,,
jon prizer,5,mudah mudah Shopee bisa memperkecil ongkir saat berbelanja,,,,,,,,
Nanik,5,banyak diskon,,,,,,,,
muhammad fatullah,5,belanja online gak raguu,,,,,,,,
Amin,4,"belanja murah, cepat, dan aman ya di shopee aja.",,,,,,,,
Gojek Power,5,semua produknya murah dan berkualitas...,,,,,,,,
Suwarti mj2,3,ternyata warnanya kurang cerah seperti di gambar,,,,,,,,
Rizkya Shabila,5,love banget sama si orens inii.. membantu dalam masalah keuangan ku dan kebutuhan kuu😍,,,,,,,,
Wah Yudin,5,bener,,,,,,,,
Alfie Aprilio,5,Ok barangnya bagus,,,,,,,,
Hendri Dimerta,1,"Kurang suka di expedisinya, lama trus juga kurirnya ketus banget",,,,,,,,
Sepriyanti 72,5,"saya sangat puas belanja di shopee. pelayanan nya ramah pengiriman nya cepat, produk nya jg bagus",,,,,,,,
Pratikno,5,mohon dipertahankan penjual yang amanah dan jujur oke,,,,,,,,
Vivin Susanti,5,suka bngt SM shope,,,,,,,,
ika dewi,2,"udah bener pakekkk J&T estimasi tepat gk pernah molor,mlah dihapus dri pilihan pengiriman . eh pakek SPX,selalu lewat jauh sama estimasi dan molorrr",,,,,,,,
tri wahyudi,5,mudah murah mantab,,,,,,,,
syur senang,1,"iklan shopee sulit dihilangkan.pada android 9 karena tidak.ada pengaturan DNS pribadi ,shopee bisa seenaknya pasang iklan , iklan.muncul dari.aplikasi mana saja juga muncul.dari virus adware aplikasi",,,,,,,,
Lukfih Komputer,1,semenjak j&t dihapus pengiriman shoope express makin hari makin lambat dulu j&t Makassar Bantaeng dua hari saja sekarang shopee Xpress 4-5 hari aduuu siap-siap pindah ke Tokopedia nih kecewa saya,,,,,,,,
Yoni Eka putra,5,Cukup baik,,,,,,,,
anisa ivanda putri,5,niceee,,,,,,,,
Squird Gem,5,menarik dan bermanfaat,,,,,,,,
Darmawan Mawan,5,Belajar Bersabar,,,,,,,,
Nabila Shabita,5,"BAGUSS, SUKAA, BELANJA JADII HEMATT",,,,,,,,
Syaiful Efk,5,debest,,,,,,,,
Abidzar Shanum,3,lumayan tapi jujur kalau bisa ongkirnya di tingkatkan lagi agara lebih murah,,,,,,,,
lubnan hadi,5,Bagus bagus dan selalu ada perbaikan.. good job tuk kurirnya,,,,,,,,
Andi Cavillo,5,memudahkan pembelian barang,,,,,,,,
Arbi Bimantara,1,tidak puas dengan jasa kirim spx paket belum di kirim malah di buat penerima membatalkan pesanan dengan alasan paket besar padahal cuman 1 kg,,,,,,,,
Devi Septiana,1,pengiriman pake pos Indonesia lama knpa ga JNE lagi sii heran,,,,,,,,
Budi Susilo,5,mudah diorder dan harga bagus,,,,,,,,
Adut “Adut” Bangun,5,pelayanan memuaskan dan aman produknya lengkap.,,,,,,,,
Yolandha Rahayu,5,trimakasih shopee,,,,,,,,
Darno abiemanyu,1,buruk,,,,,,,,
Christto Wangania,5,semoga selalu maju,,,,,,,,
Alit Dedef,5,baguuuusssss,,,,,,,,
khrisna aryono,5,Selama ini bagus dan nyaman tuk belanja online.,,,,,,,,
Navi 123,5,sangat mutu,,,,,,,,
Dietika NS,5,mantaaaaaap,,,,,,,,
Fatmawati BE,5,saya suka pesan di shopee krn semua menu ada sesuai yg kita mau inginkan dan harga lebih murah,,,,,,,,
Anisa,5,love you shoope 😘😍🥰💞💗😍😘😘💕💞,,,,,,,,
Arifin Demak,4,"Alhamdulillah selama belanja di Sofy menyenangkan kadang menjengkelkan,karen ukuran L ada yg TDK sesuai (kekecilen)",,,,,,,,
Arum Erliani Gunawan,1,pihak shopee tolong ya . klo dah niat ganti expedisi tolong di perbaiki kinerja nya . pake jnt dlu 3 hari smpe ke kalimantan . appaan ini pengiriman si cepat halu mesan tgl 10 estimasi tgl 21 . lama banget orang kalo mesen itu ya arti nya perlu dg barang tersebut !!,,,,,,,,
Marshelly Ganita,5,cepet banget paket nya datang pokonya baik deh 😘,,,,,,,,
Joni Ashar,5,sangat menarik belanja online di sini,,,,,,,,
clarista Shahada jelita,5,bisa beli tanpa keluar rumah,,,,,,,,
Aldio Yusreza,5,istimewah,,,,,,,,
Gusti Rahmad,1,tolong kembalikan pengiriman JNT ke kalimantan shoppe express dikalimantan gk beres semua kurirnya,,,,,,,,
Nur Iman,5,barang sesuai dengan apa yg di posting,,,,,,,,
yulida yulidawati,5,benja dong...,,,,,,,,
Khusus Web,1,penipuan shope saya pesan barang lewat shopee saya tunggu pesanan barang saya di kirim ke batam malah di alihkan secara otomatis kembalikan pemilik penjualnya saya sangat kecewa shope karena saya sudah ke shope spx batam malah berbohong tunggu masih perjalanan tapi gak sampai sampai pesanan saya. saya sangat kecewa shope spx batam penipuan shope tidak amanah besar ke konsumen shope amanah kirim barang ke ketujuan sampai ke konsumen biar gak kecewa,,,,,,,,
Samuel Wiyanto,5,tempat belanja online terbaik dan terpercaya.,,,,,,,,
haidir indra gunawan,5,lapak nya banyak yg amanah... sesuai pesanan,,,,,,,,
Budiono Bin PaWiro,5,Oke terimakasih,,,,,,,,
Ali Fatimah,5,praktis,,,,,,,,
Rama Dani,5,sangat bagus untuk pesan online,,,,,,,,
Wakhidin Idin,5,mudahkan cari barang,,,,,,,,
Mhdhaikal Syafri,1,"kurirnya jelek, pengiriman saya ditunda terus udah seminggu lebih dari jadwal yg ditentukan, dan alasannya pun tidak jelas, saya sangat sangat kecewa dengan sistem pengiriman Shopee perbaiki lagi sistem pengirimannya kurirnya tidak pernah menghubungi saya sama sekali, tapi mereka mengatakan kalau saya tidak bisa dihubungi dan tidak berada di tempat, padahal pengirimannya sama sekali tidak dilakukan",,,,,,,,
ahmad khoer,5,sangat luar biasa cuman pendaptaran shope pay nya d tolak terus,,,,,,,,
Mega Asr,2,"kenapa sekarang pengirimannya lama sekali, yg biasanya cuma tiga hari masa sekarang sampe satu minggu, kpan jnt dilakukan padahal jnt cepet banget datangnya",,,,,,,,
Hanik Avi,5,"suka mantap banget,pelayanan juga baik,kurir nya juga baik.",,,,,,,,
Abdul Jalal,5,"pokok e belanja puas hrga murah pengiriman cepat tepat waktu,kurir ramah2",,,,,,,,
Agustin Haryanti45,5,Alhamdulillah pesanan tepat wkt dan kurirnya ramah..,,,,,,,,
Manda Manda,5,oke bget,,,,,,,,
Mark GT,1,"Ampas banget, kurir spx gk profesional. paket lama di antar trus waktu sampai gaada tuh suara kurir manggil atau chat wa buat bilang paket sampe. tiba"" aja paket tertunda, padahal itu paket buku buat dipake ngampus. mending gausah bikin jasa pengiriman sendiri (spx jelek)",,,,,,,,
Anton Malek,5,kren banget!!!!!!!!!,,,,,,,,
JONI SETYAWAN,5,cukup membantu,,,,,,,,
Ace Sanjaya,5,sangat puas dn bagus,,,,,,,,
Yuyun Safrida,5,sangat di saran kan untuk berbelanja,,,,,,,,
Sugiono Sugiono,1,bayar tenaga kurir mu biar kerjanya rajin...bayar tenaga org setengah2 makannya kurir jadi pada malas...bodoh shopee,,,,,,,,
Aydan Ajja,4,"Pakai jasa SPX malah lelet paket gak dianter,kadang di retur tanpa sepengetahuan pembeli. Jeleeeek",,,,,,,,
Ahmad Sudrajat,5,"sangat membantu kebutuhan saya,produknya bagus ,pengiriman nya lumayan cepat ,dan payleternya membantu sekali , trimakasih shope",,,,,,,,
#Adeh yu #Adeh,5,sangat puas berbelanja di sini,,,,,,,,
Ayu Ninggrid Sugiharti,5,ok lah,,,,,,,,
Fitria Kartika,5,"menyenangkan,, pengiriman cepat",,,,,,,,
Susi Lawati,1,"pengiramannya lelet, biasanya 2 hari sudah sampai sekarang 5 haripun belum tentu sampai 😡😡😡",,,,,,,,
Abi Manyu,1,TOLONG KALAU PESANAN NGGAK SESUAI DI KEMBALIKAN JANGAN MAIN BLOKIR AJA SEKARANG MAU PESAN UDAH NGGAK BISA COD,,,,,,,,
Vivo Demak,5,simple untuk shopping,,,,,,,,
Zealina Zura,5,"oke, udahku benerin bisa makasihh yaa",,,,,,,,
JASMAN 07,4,"Penjual menjanjikan bonùs di jualannya setelah paket di terima bonusnya tidak ikut... dan chat di aplikasi kebanyakan gagal kirimnya, ....",,,,,,,,
Kevin,5,banyak diskon broo,,,,,,,,
Grizrn,5,shopee is the best,,,,,,,,
Putri Handayani,5,akuuu sukaaaa,,,,,,,,
Mahattir Muhammad,1,mengecewakan ekspedisi S*****t,,,,,,,,
Ndang Siemens,5,Pemesanan barang di shopee cepat dan vouchernya juga banyak..jdi discountnya lumayan membantu mengurangi harga barangnya...🤗🤗,,,,,,,,
Edar Edar,5,luarrr biasaa,,,,,,,,
Karin Karin,5,terbaik...,,,,,,,,
OH yans,5,oke mantapp,,,,,,,,
Kaboter Boter,1,parah biasanya pesanan reguler lewat udara sekarang lewat darat terus hadehhh bakal berhenti ini padahal udah berkali kali member platinum dan juga codnya di hilangkan lama2 ini pada banyak nanti yg bakal berhenti dari shopi ini..,,,,,,,,
Andraa Wisnu Wardhana,1,error shopee live tidak bisa di akses sama sekali 🤬🤬🤬,,,,,,,,
Siti Maryam,5,puas banget sangat cepat,,,,,,,,
Hasna Kamila,5,sangar baik,,,,,,,,
Berkah Sehati,5,puas belanja di shopi,,,,,,,,
james pattinama,5,Shopee Is The Best,,,,,,,,
Panggil saya Mislek,1,apasih mau pesen doang harus pake nomer hp,,,,,,,,
Yulia Gustina Riskasari,5,my favorite Market Place meskiuoun skrg pengiriman sepertinya agak sdkt lama dibanding dulu tp tetep ini aplikasi belanja favorit...apa sih yg gak ada di shoopee ❤️,,,,,,,,
Lia -,1,"banyak bug, berat bgt apk nya😌",,,,,,,,
Ar Rahman,3,Jasa pengiriman nya di tingkat kan lagi karena spx expres nya terlalu lama,,,,,,,,
dwi anang,3,sialll....knp pembayaran air PDAM slalu gak bisa di akses. woiii knapa woii apa emang aturan dri sana untuk sekalian cari uang dendanya setelah. semua keluar baru bisa di akses. woi shope jelasin donk kenapa slalu saja gak bisa di akses dan di proses.. woiii .. kasih penjelasan woii jangan Diam saja.,,,,,,,,
Muslikhatun Nikmah,5,selalu gratis ongkir,,,,,,,,
Uwais Alqarani,4,sagat membantu,,,,,,,,
helmi masykuroh,5,biar bintang yang berbicara,,,,,,,,
Alun Waleja,5,mantap gak ribet,,,,,,,,
Nina Rahmawati,4,bagus dan nyaman,,,,,,,,
Andi Ridwan,5,kereen,,,,,,,,
?,1,"makin kesini makin berat aplikasi nya, delay. bnyk aturan ga sprti aplikasi sebelah, pdhl dulu ga prnh mau coba² aplikasi lain, skrg mlah GA SUKA BGT PAKE SHOPEE, PDHL UDH BRTAHUN² GA PRNH SEKECEWA INI. buga paylater juga mahal, aplikasi juga sering macet, intinya APLIKASI NYA BERAT BIKIN PUSING.",,,,,,,,
yulianti iriawan,5,pengalaman saya barang yg gagal prosesnya pengembaliannya uang cepat,,,,,,,,
Rangga Denita,5,gmn saya tidak bisa melakuan pembayaran cod,,,,,,,,
Rudy 69,5,Murah dan sangat berkualitas,,,,,,,,
Anindya Putri,3,sekarang pengiriman lambat apalagi jnt dihapuskan dari shopee 🫠 makin makinnya lambat,,,,,,,,
Isajoealhaq Alhaq354,1,saya beli barang memakai diskon tapi saat saya chek out sampe 6x barang nya sama tetep aja di kemas Mulu ga di kirim kirim setelah 3 hari di batalkan padahal sy g mbatalin terus 3h setelah nya ada paket datang 3x atas nama saya ini banyak penipuan ini mending ke toko sebelah,,,,,,,,
Emy Rohmawati,5,suka belanja di Shopee karna barangnya sll bagus,,,,,,,,
Rijki Hidayat,1,PELAYANAN BURUK!,,,,,,,,
"H.Zainuddin Mastudin, SE",1,"Semakin kesini makin tidak jelas, selalu dibatalkan sistem karena aktivitas tidak wajar. Aplikasi aneh dan sangat tidak recommended. Sudah waktunya belanja di aplikasi lain. Terima kasih🙏",,,,,,,,
Arif Lapandewa,5,Apk yg sangat baik dalam proses pemesanan barang online.,,,,,,,,
Gojek Jakarta Driver,5,puas belanja di shopee banyak discount banyak COD DAN JAMINAN PENGEMBALIAN,,,,,,,,
Satria Sat,5,sangat bagus sekali 🙏👍👍,,,,,,,,
Hafiz Fiz,5,saya sangat suka shopee byk discon dan amanah,,,,,,,,
Adang Sbastiian,1,"Estimasinya gk ngotak makin kesini makin lambat setelah j&t di putus kontrak,malah di ganti SPX yg sangat lemot",,,,,,,,
Songko Anjay,5,keren!!,,,,,,,,
Slamet Riyadi,3,semoga berguna. untuk. yang. di liat,,,,,,,,
Redmi Achmad,1,"yang seharusnya putus MOU itu sicepat bukan JnT, gila ini paket stuck, cs sicepat dihubungi jawaban pakai AI terus",,,,,,,,
Ahmad Rohmani,5,tidak mengecewakan,,,,,,,,
Dede Ripa,2,saya beri tanda bintang karena sangat puas dengang penggunaan Shopee kebutuhan semua bisa puas dan gampang,,,,,,,,
Ilham Fauzi,1,"biar bintang yang menjawab, sekarang shopee di keranjang sama pas checkout beda harga. aneh banget.!!",,,,,,,,
Deuhs Raja,5,sy sangat puas belanja d shopee,,,,,,,,
Aenuntri Inayah040,5,bgis bnget apk a,,,,,,,,
Pajar Setyono,4,mudah cepat terpercaya,,,,,,,,
Galaxy Ace,5,mudah & prakris,,,,,,,,
Ilham 2345,1,"cepat ,tepat dengan yg dipesan",,,,,,,,
Romdani Dani,5,"pelayanan nya baik,pengiriman juga cepat",,,,,,,,
Lilis Tembesi,5,Kk shopi kami knp dak biso cod,,,,,,,,
Hery yes Yes,5,bismillah,,,,,,,,
angelina daw,1,saya top up shopee pay dari mbangking tapi dana nya ga masuk ke shopee pay tapi di mbangking sudah berkurang saya coba lagi 10rb yang masuk hanya yang 10rb itu saja sedangkan yang 50rb ga masuk,,,,,,,,
Wan Di,1,waktu pesan gagal. ternyata kita udah diblok padahal 1 pun pesanan tidak pernah gagal. pihak shopee menggagal,,,,,,,,
Joni Metriadi,1,menganggu,,,,,,,,
Jajat Sudrajat,5,Shopee adalah APK TB yg paling 👍👍👍👍,,,,,,,,
Rivan Fardian,5,Mantul deh Shopee...... Dapat hadiah mulu,,,,,,,,
Arya Wangelamo,5,aku suka shopee.biat nda pesan asik di buka☺️,,,,,,,,
Casano Bro,4,"apl shopee makin kesini makin berat,membuat hp ngelag dan sangat panas saat di gunakan.",,,,,,,,
Iwan Thata,4,"bagus,lebih bagus lagi kalau vidio ya ada gulir otomatis",,,,,,,,
Gibran Abdisyahban,5,barang bagus,,,,,,,,
Insan Deli,1,pengiriman spx masih 1 kota tapi lemot banget 👎🏻,,,,,,,,
Muhammad Duta pratama,2,"shopee food nya minim driver kayaknya, tiap mesen shopee food gk pernah jadi karna cari drivernya lama banget",,,,,,,,
Shandy Satria,1,TIADAKAN BIAYA LAYANAN UNTUK SOPIPUT,,,,,,,,
Sewot Aja,5,sebelumnya oke2saja....baru baru ini banyak tingkah sopeenya..,,,,,,,,
Imamiah muhammad ibrahim,5,"Pelayanan cs amat buruk, apalagi expedisi yang jauh dan jarang buka",,,,,,,,
Nikma Rosyidah,2,buruk sering keluar aplikasi sendiri 😩😩 dan parahnya gak bisa check-in koin dan buka hadiah di koin Shopee saya,,,,,,,,
Eko Subiyanto,5,sweet,,,,,,,,
Eky Tempang,1,"jasa pengiriman sangat buruk di semua provinsi di Indonesia. pelayana CS pun sama tidak dapat bekerjasama dengan jasa kirim untuk menyelsaikan kendala pengiriman barang hanya mampu memberikan janji. aplikasi omon"" doank",,,,,,,,
Dela Gemoy,5,mantap shopee banyak diskon dan potongan harga dari vhocer,,,,,,,,
Dian Kristiawan,5,"banyak unsur penyesatan atau bisa juga penipuan bagi yang tidak teliti cek deskripsi harga produk..di gambar display produk tertera harga murah tp setelah dicek deskripsi, harga tersebut untuk produk yg berbeda dengan display...jadi semakin teliti dan bijak saja dlm meluhat display produk...jgn lihat harga barsng murah main langsung check out aja...untuk seller bisa dikategorikan penipuan konsumen atau unsur penipuan karena display tdk sesuai antara harga dengan foto barang display nya",,,,,,,,
Toto K'toro (totonegoro),3,"bagus pengiriman cepat,barang sesuai mantap",,,,,,,,
Agus Hariyanto,5,enak di shoope ada system cek dulu walaupun sudah di buka kalau gak cocok bisa di kembalikan.,,,,,,,,
Farhan Rozi,5,aduhhh ga ada akun epep🤘,,,,,,,,
helmy zarkasya,4,Aplikasi berat karena terlalu banyak fitur tidak berguna,,,,,,,,
Dian Dompeng,5,"sangat membantu ,tersedia berbagai kebutuhan.",,,,,,,,
bena waruwu,5,aplikasi bagus,,,,,,,,
Pahri Dhal,5,aman dan terpercaya,,,,,,,,
Ade Sunaryo,5,tingkatkan lagi pelayanannya semangat terus,,,,,,,,
Alfin Khusen,5,terpercaya,,,,,,,,
Risno Mokedo,5,mantul,,,,,,,,
Andi Suwardi,5,bagus ...cuma pengiriman agak dipercepat,,,,,,,,
Ahmad Supriatna,2,makin parah ja buka aplikasinya jadi lemot trus hp jdi sering crash terus g bisa di buka harus download ulang jadi males buka shopee,,,,,,,,
Tri Nugroho,5,Top,,,,,,,,
lindia susika,3,"kasih bintang tiga dulu soalnya sekarang paket nya suka lama datang semenjak pakai spx, biasanya pesan yg dari Banda Aceh gak sampai seminggu udah datang kalau pakai jnt, kalau pakai spx keliling Indonesia dulu paket nya baru nyampek😩, semoga untuk kedepannya bisa cepat sesuai estimasi nya",,,,,,,,
Putrifatmasari Putri,5,puas bgt,,,,,,,,
Andris Setiawan,1,"pesanan di aplikasi ini terlalu ribet pesanan nya di puter² transit dri jakarta nanti ke bandung nanti ke jakarta lagi ora jelas, jauhi sopi dekati lazada",,,,,,,,
Didik Radianto,5,Belanja di shoppee memang lebih untung. Terima kasih Shopee,,,,,,,,
Ayah 3anak,5,sangat membantu buat belanja,,,,,,,,
Herlina Nurakhman,5,Shopee the best 👍🏻,,,,,,,,
M Finza Syathir A,4,"Halo pihak shopee, akhir² ini ada penarikan dana sejumlah 76.590 tolong dicek itu kemana larinya, karna ketika saya cek notif tidak jelas penerimanya, meskipun saldo shopeepay saya tidak terpotong, tapi itu cukup meresahkan untuk kedepannya apabila saya mengisi saldo sewaktu²",,,,,,,,
Ahmad Milano,4,"bintang aku tambah jadi 4 karna sudah ada perubahan yg diinginkan, nanti aku beri 5 kalau ada perbaikan lagi.",,,,,,,,
Muhammad Dimas,1,kebanyakan iklan,,,,,,,,
moelyo raharjo,1,kenapa biaya pengembangan teknologi perusahaan di bebankan di konsumen wkwk,,,,,,,,
Jaya Trading,5,"Itu tim penagih jangan arogan telat sehari saja ngomongnya kemana- mana, yang sopan lah ga kaya nawarinnya",,,,,,,,
Indra Kusayang kamu,1,"sebal.! ketika buka apk langsung masuk ke menu vidio pindah ke menu lain vidio masih muter ngoceh sendiri, keluar apk hapus cache sama begitu lagi menyebalkan,,,,,,sengaja kayaknya di buat begitu",,,,,,,,
Nailan Nikmah,5,"Alhamdulillah bagus, senang berbelanja di sope , sangat membantu. Semoga sope bisa bersaing hingga di kancah internasional. Dari segi negatif Sope ada menjual barang murah dan penjual bisa saja mengganti warna barang tanpa konfirmasi ke customer lebih dulu walaupun barang bisa dikembalikan, semoga sistem sope terus melakukan revisi",,,,,,,,
nada,5,bagus bisa beli barang tanpa keluar rumah,,,,,,,,
Eko Fajar wanto,5,mantab bob 😍,,,,,,,,
muhammad Dzulfikar Al hakim,1,"mohon seluruh pengguna shoppe harap di hati hati dalam pembelian barang di store shoppe sekarang modus nipu banyak dalam pembelian,saya harap shoppe pusat dapat memblokir store yang melakukan penipuan supaya konsumen tidak kecewa dalam pembelian barang",,,,,,,,
Uki Bahtiar,5,luar biasa cargo nya pakai jasa jnt saja lbh rapi aman detail dan profesional,,,,,,,,
Syahril Allampungi,5,MANTAP,,,,,,,,
Peace Aguero Grace,5,Top markoTOP...👍👍👍👍👍,,,,,,,,
M Nizar,5,baik semoga Barokah,,,,,,,,
Gus Ardikha,1,"maaf ya, bintangnya saya ambil lagi.. dari dulu pake shopee slalu aman tanpa kendala, tapi akhir"" ini pelayanan shopee sangat buruk, pesanan saya di kembalikan tanpa alasan yg jelas, padahal masih dlm pengiriman ke kota tujuan, pernah jg paket sy hilang begitu sj pada saat pengiriman. sangat buruk, bnyak masalah tanpa penjelasan.",,,,,,,,
lambang pribadi,5,semakin bagus aplikasi ini,,,,,,,,
